component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,iddq_0h_uA_group_count,iddq_0h_uA_group_mean,iddq_0h_uA_group_median,iddq_0h_uA_group_std,iddq_0h_uA_group_min,iddq_0h_uA_group_max,iddq_0h_uA_group_q1,iddq_0h_uA_group_q3,iddq_0h_uA_group_iqr,iddq_0h_uA_group_mad,iddq_24h_uA_group_count,iddq_24h_uA_group_mean,iddq_24h_uA_group_median,iddq_24h_uA_group_std,iddq_24h_uA_group_min,iddq_24h_uA_group_max,iddq_24h_uA_group_q1,iddq_24h_uA_group_q3,iddq_24h_uA_group_iqr,iddq_24h_uA_group_mad,iddq_96h_uA_group_count,iddq_96h_uA_group_mean,iddq_96h_uA_group_median,iddq_96h_uA_group_std,iddq_96h_uA_group_min,iddq_96h_uA_group_max,iddq_96h_uA_group_q1,iddq_96h_uA_group_q3,iddq_96h_uA_group_iqr,iddq_96h_uA_group_mad,iddq_168h_uA_group_count,iddq_168h_uA_group_mean,iddq_168h_uA_group_median,iddq_168h_uA_group_std,iddq_168h_uA_group_min,iddq_168h_uA_group_max,iddq_168h_uA_group_q1,iddq_168h_uA_group_q3,iddq_168h_uA_group_iqr,iddq_168h_uA_group_mad,leakage_0h_uA_group_count,leakage_0h_uA_group_mean,leakage_0h_uA_group_median,leakage_0h_uA_group_std,leakage_0h_uA_group_min,leakage_0h_uA_group_max,leakage_0h_uA_group_q1,leakage_0h_uA_group_q3,leakage_0h_uA_group_iqr,leakage_0h_uA_group_mad,leakage_24h_uA_group_count,leakage_24h_uA_group_mean,leakage_24h_uA_group_median,leakage_24h_uA_group_std,leakage_24h_uA_group_min,leakage_24h_uA_group_max,leakage_24h_uA_group_q1,leakage_24h_uA_group_q3,leakage_24h_uA_group_iqr,leakage_24h_uA_group_mad,leakage_96h_uA_group_count,leakage_96h_uA_group_mean,leakage_96h_uA_group_median,leakage_96h_uA_group_std,leakage_96h_uA_group_min,leakage_96h_uA_group_max,leakage_96h_uA_group_q1,leakage_96h_uA_group_q3,leakage_96h_uA_group_iqr,leakage_96h_uA_group_mad,leakage_168h_uA_group_count,leakage_168h_uA_group_mean,leakage_168h_uA_group_median,leakage_168h_uA_group_std,leakage_168h_uA_group_min,leakage_168h_uA_group_max,leakage_168h_uA_group_q1,leakage_168h_uA_group_q3,leakage_168h_uA_group_iqr,leakage_168h_uA_group_mad,iddq_0h_uA_deviation,iddq_0h_uA_robust_z,iddq_0h_uA_iqr_anomaly,iddq_24h_uA_deviation,iddq_24h_uA_robust_z,iddq_24h_uA_iqr_anomaly,iddq_96h_uA_deviation,iddq_96h_uA_robust_z,iddq_96h_uA_iqr_anomaly,iddq_168h_uA_deviation,iddq_168h_uA_robust_z,iddq_168h_uA_iqr_anomaly,leakage_0h_uA_deviation,leakage_0h_uA_robust_z,leakage_0h_uA_iqr_anomaly,leakage_24h_uA_deviation,leakage_24h_uA_robust_z,leakage_24h_uA_iqr_anomaly,leakage_96h_uA_deviation,leakage_96h_uA_robust_z,leakage_96h_uA_iqr_anomaly,leakage_168h_uA_deviation,leakage_168h_uA_robust_z,leakage_168h_uA_iqr_anomaly,max_robust_z,statistical_evidence_count,statistical_score,statistical_anomaly_flag,isolation_forest_score,isolation_forest_flag,combined_anomaly_score,anomaly_flag,limit_violation,limit_excess_uA,risk_score,risk_score_100,risk_level,screening_decision,explanation,stage,cumulative_components,batches_processed
C1,L1,TypeA,28.41,1.01,11.05,12.05,13.05,14.05,1.1,1.2,1.3,1.4,Normal,50,1,11.05,11.05,,11.05,11.05,11.05,11.05,0.0,0.0,1,12.05,12.05,,12.05,12.05,12.05,12.05,0.0,0.0,1,13.05,13.05,,13.05,13.05,13.05,13.05,0.0,0.0,1,14.05,14.05,,14.05,14.05,14.05,14.05,0.0,0.0,1,1.1,1.1,,1.1,1.1,1.1,1.1,0.0,0.0,1,1.2,1.2,,1.2,1.2,1.2,1.2,0.0,0.0,1,1.3,1.3,,1.3,1.3,1.3,1.3,0.0,0.0,1,1.4,1.4,,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.04284547625219727,0,0.021422738126098635,0,0,0.0,0.013924779781964113,1.39,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C2,L1,TypeB,25.66,1.01,11.05,12.05,13.05,14.05,1.11,1.21,1.31,1.41,Normal,50,1,11.05,11.05,,11.05,11.05,11.05,11.05,0.0,0.0,1,12.05,12.05,,12.05,12.05,12.05,12.05,0.0,0.0,1,13.05,13.05,,13.05,13.05,13.05,13.05,0.0,0.0,1,14.05,14.05,,14.05,14.05,14.05,14.05,0.0,0.0,1,1.11,1.11,,1.11,1.11,1.11,1.11,0.0,0.0,1,1.21,1.21,,1.21,1.21,1.21,1.21,0.0,0.0,1,1.31,1.31,,1.31,1.31,1.31,1.31,0.0,0.0,1,1.41,1.41,,1.41,1.41,1.41,1.41,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.08188543648914737,0,0.040942718244573684,0,0,0.0,0.026612766858972896,2.66,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C3,L1,TypeA,29.83,1.16,8.41,9.41,10.41,11.41,0.84,0.94,1.04,1.14,Normal,50,1,8.41,8.41,,8.41,8.41,8.41,8.41,0.0,0.0,1,9.41,9.41,,9.41,9.41,9.41,9.41,0.0,0.0,1,10.41,10.41,,10.41,10.41,10.41,10.41,0.0,0.0,1,11.41,11.41,,11.41,11.41,11.41,11.41,0.0,0.0,1,0.84,0.84,,0.84,0.84,0.84,0.84,0.0,0.0,1,0.94,0.94,,0.94,0.94,0.94,0.94,0.0,0.0,1,1.04,1.04,,1.04,1.04,1.04,1.04,0.0,0.0,1,1.14,1.14,,1.14,1.14,1.14,1.14,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.13960274749497437,0,0.06980137374748718,0,0,0.0,0.04537089293586667,4.54,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C4,L1,TypeA,28.69,1.17,12.51,12.51,12.51,12.51,1.25,1.25,1.25,1.25,High_Stable,50,1,12.51,12.51,,12.51,12.51,12.51,12.51,0.0,0.0,1,12.51,12.51,,12.51,12.51,12.51,12.51,0.0,0.0,1,12.51,12.51,,12.51,12.51,12.51,12.51,0.0,0.0,1,12.51,12.51,,12.51,12.51,12.51,12.51,0.0,0.0,1,1.25,1.25,,1.25,1.25,1.25,1.25,0.0,0.0,1,1.25,1.25,,1.25,1.25,1.25,1.25,0.0,0.0,1,1.25,1.25,,1.25,1.25,1.25,1.25,0.0,0.0,1,1.25,1.25,,1.25,1.25,1.25,1.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.12110220546532463,0,0.060551102732662315,0,0,0.0,0.039358216776230505,3.94,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C5,L1,TypeA,25.31,1.16,9.81,10.81,11.81,12.81,0.98,1.08,1.18,1.28,Normal,50,1,9.81,9.81,,9.81,9.81,9.81,9.81,0.0,0.0,1,10.81,10.81,,10.81,10.81,10.81,10.81,0.0,0.0,1,11.81,11.81,,11.81,11.81,11.81,11.81,0.0,0.0,1,12.81,12.81,,12.81,12.81,12.81,12.81,0.0,0.0,1,0.98,0.98,,0.98,0.98,0.98,0.98,0.0,0.0,1,1.08,1.08,,1.08,1.08,1.08,1.08,0.0,0.0,1,1.18,1.18,,1.18,1.18,1.18,1.18,0.0,0.0,1,1.28,1.28,,1.28,1.28,1.28,1.28,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.06736873124538816,0,0.03368436562269408,0,0,0.0,0.021894837654751153,2.19,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C6,L1,TypeB,27.56,1.08,13.85,15.85,18.85,23.85,1.39,1.59,1.89,2.39,Latent_Defect,50,1,13.85,13.85,,13.85,13.85,13.85,13.85,0.0,0.0,1,15.85,15.85,,15.85,15.85,15.85,15.85,0.0,0.0,1,18.85,18.85,,18.85,18.85,18.85,18.85,0.0,0.0,1,23.85,23.85,,23.85,23.85,23.85,23.85,0.0,0.0,1,1.39,1.39,,1.39,1.39,1.39,1.39,0.0,0.0,1,1.59,1.59,,1.59,1.59,1.59,1.59,0.0,0.0,1,1.89,1.89,,1.89,1.89,1.89,1.89,0.0,0.0,1,2.39,2.39,,2.39,2.39,2.39,2.39,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.27052165200219597,0,0.13526082600109798,0,0,0.0,0.08791953690071369,8.79,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C7,L1,TypeC,32.53,1.3,10.79,12.79,15.79,20.79,1.08,1.28,1.58,2.08,Latent_Defect,50,1,10.79,10.79,,10.79,10.79,10.79,10.79,0.0,0.0,1,12.79,12.79,,12.79,12.79,12.79,12.79,0.0,0.0,1,15.79,15.79,,15.79,15.79,15.79,15.79,0.0,0.0,1,20.79,20.79,,20.79,20.79,20.79,20.79,0.0,0.0,1,1.08,1.08,,1.08,1.08,1.08,1.08,0.0,0.0,1,1.28,1.28,,1.28,1.28,1.28,1.28,0.0,0.0,1,1.58,1.58,,1.58,1.58,1.58,1.58,0.0,0.0,1,2.08,2.08,,2.08,2.08,2.08,2.08,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.22107586694578615,0,0.11053793347289308,0,0,0.0,0.0718496567573805,7.18,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C8,L1,TypeB,25.96,1.02,10.65,11.65,12.65,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50,1,10.65,10.65,,10.65,10.65,10.65,10.65,0.0,0.0,1,11.65,11.65,,11.65,11.65,11.65,11.65,0.0,0.0,1,12.65,12.65,,12.65,12.65,12.65,12.65,0.0,0.0,1,60.0,60.0,,60.0,60.0,60.0,60.0,0.0,0.0,1,1.07,1.07,,1.07,1.07,1.07,1.07,0.0,0.0,1,1.17,1.17,,1.17,1.17,1.17,1.17,0.0,0.0,1,1.27,1.27,,1.27,1.27,1.27,1.27,0.0,0.0,1,6.0,6.0,,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.2577053717232669,0,0.12885268586163345,0,1,10.0,0.33375424581006174,33.38,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,7,14000,7
C9,L1,TypeB,28.17,1.25,12.03,13.03,32.03,34.03,1.2,1.3,3.2,3.4,Sudden_Anomaly,50,1,12.03,12.03,,12.03,12.03,12.03,12.03,0.0,0.0,1,13.03,13.03,,13.03,13.03,13.03,13.03,0.0,0.0,1,32.03,32.03,,32.03,32.03,32.03,32.03,0.0,0.0,1,34.03,34.03,,34.03,34.03,34.03,34.03,0.0,0.0,1,1.2,1.2,,1.2,1.2,1.2,1.2,0.0,0.0,1,1.3,1.3,,1.3,1.3,1.3,1.3,0.0,0.0,1,3.2,3.2,,3.2,3.2,3.2,3.2,0.0,0.0,1,3.4,3.4,,3.4,3.4,3.4,3.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.21126456045013237,0,0.10563228022506618,0,0,0.0,0.06866098214629301,6.87,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
C10,L1,TypeC,33.89,1.27,11.46,13.46,16.46,21.46,1.15,1.35,1.65,2.15,Latent_Defect,50,1,11.46,11.46,,11.46,11.46,11.46,11.46,0.0,0.0,1,13.46,13.46,,13.46,13.46,13.46,13.46,0.0,0.0,1,16.46,16.46,,16.46,16.46,16.46,16.46,0.0,0.0,1,21.46,21.46,,21.46,21.46,21.46,21.46,0.0,0.0,1,1.15,1.15,,1.15,1.15,1.15,1.15,0.0,0.0,1,1.35,1.35,,1.35,1.35,1.35,1.35,0.0,0.0,1,1.65,1.65,,1.65,1.65,1.65,1.65,0.0,0.0,1,2.15,2.15,,2.15,2.15,2.15,2.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.19312640262575032,0,0.09656320131287516,0,0,0.0,0.06276608085336885,6.28,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,7,14000,7
