stage,component_id,lot_id,component_type,temperature_C,voltage_V,anomaly_factor,drift_factor,future_factor,specification_factor,risk_score,qa_classification,risk_explanation,combined_anomaly_score,anomaly_flag,statistical_score,statistical_anomaly_flag,temporal_anomaly_score,temporal_anomaly_flag,isolation_forest_score,isolation_forest_flag,statistical_evidence_count,limit_violation,limit_excess_uA,absolute_limit_uA,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,prediction_error_uA,absolute_prediction_error_uA,predicted_drift_uA,predicted_drift_rate,predicted_relative_drift,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_match
3,C2917,L2,TypeC,25.26,1.18,0.8991439117347727,0.48815254212062176,1.0,1.0,84.17813090505874,Review,Risk score: 84.18/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8559198739068181,1,0.9475,1,1.0,1,0.7643397478136361,1,6,1,10.0,50,49.88557558732669,24.16853344112384,75.60261773352954,-10.114424412673308,10.114424412673308,35.66557558732669,0.2122950927817065,2.508127678433663,0.0178571428571428,0.1944379499245636,True,False,True,0.1144244126733085,-25.60261773352954,HIGH,PREDICTED_FAILURE,True
3,C2659,L2,TypeC,26.27,1.17,0.907767886812293,0.44363985374301584,1.0,1.0,83.32403294794418,Review,Risk score: 83.32/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8682398383032759,1,0.9475,1,1.0,1,0.7889796766065519,1,6,1,10.0,50,42.64494381375814,16.92790166755529,68.36198595996099,-17.35505618624186,17.35505618624186,27.84494381375814,0.1657437131771317,1.8814151225512252,0.0178571428571428,0.1478865703199889,True,False,True,7.35505618624186,-18.36198595996099,HIGH,PREDICTED_FAILURE,True
3,C4160,L3,TypeA,32.38,1.24,0.8830178742140674,0.4617518270224822,1.0,1.0,83.03433190198407,Review,Risk score: 83.03/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.832882677448668,1,0.8540604999999994,1,1.0,1,0.8117048548973366,1,4,1,10.0,50,31.89539313198392,6.178350985781066,57.612435278186766,-28.104606868016084,28.104606868016084,23.865393131983915,0.1420559114999042,2.972029032625644,0.0178571428571428,0.1241987686427614,True,False,True,18.104606868016084,-7.612435278186766,HIGH,PREDICTED_FAILURE,True
3,C1923,L1,TypeB,26.32,1.22,0.8938965834648155,0.43248031999567993,1.0,1.0,82.62890550383646,Review,Risk score: 82.63/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8484236906640221,1,0.895,1,1.0,1,0.8018473813280443,1,4,1,10.0,50,40.7866854789471,15.06964333274425,66.50372762514995,-19.2133145210529,19.2133145210529,26.0366854789471,0.1549802707080184,1.7651990155218371,0.0178571428571428,0.1371231278508756,True,False,True,9.2133145210529,-16.50372762514995,HIGH,PREDICTED_FAILURE,True
3,C2817,L2,TypeC,33.48,1.13,0.8695416666666667,0.4229595435463416,1.0,1.0,81.66023858865854,Review,Risk score: 81.66/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.86125,1,0.7224999999999999,1,0.25,0,1.0,1,6,1,10.0,50,39.33536198885215,13.6183198426493,65.052404135055,-20.66463801114785,20.66463801114785,24.60536198885215,0.1464604880288818,1.6704251180483467,0.0178571428571428,0.128603345171739,True,False,True,10.66463801114785,-15.052404135055,HIGH,PREDICTED_FAILURE,True
3,C2115,L2,TypeB,34.76,1.29,0.8085102975013111,0.4687530350861937,1.0,1.0,80.97413480219417,Review,Risk score: 80.97/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8216813773828254,1,0.8424999999999998,1,1.0,1,0.800862754765651,1,2,1,10.0,50,47.28921238067638,21.57217023447353,73.00625452687923,-12.710787619323618,12.710787619323618,32.37921238067638,0.1927334070278356,2.171644022848852,0.0178571428571428,0.1748762641706927,True,False,True,2.710787619323618,-23.006254526879232,HIGH,PREDICTED_FAILURE,True
3,C1933,L1,TypeA,28.3,1.04,0.8180994571939529,0.44577008694675113,1.0,1.0,80.68723588948737,Review,Risk score: 80.69/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7401420817056471,1,0.8450467272727273,1,1.0,1,0.6352374361385669,1,4,1,10.0,50,41.93729311634506,16.22025097014221,67.6543352625479,-18.06270688365494,18.06270688365494,27.677293116345066,0.1647457923591967,1.9409041456062457,0.0178571428571428,0.1468886495020539,True,False,True,8.06270688365494,-17.654335262547903,HIGH,PREDICTED_FAILURE,True
3,C572,L1,TypeC,25.18,1.11,0.7482418351902523,0.4839259244734959,1.0,1.0,79.54540316754496,Review,Risk score: 79.55/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.735583574081313,1,0.8424999999999998,1,1.0,1,0.6286671481626264,1,2,1,10.0,50,49.54555643316805,23.8285142869652,75.2625985793709,-10.454443566831948,10.454443566831948,35.035556433168054,0.2085449787688574,2.414580043636668,0.0178571428571428,0.1906878359117146,True,False,True,0.454443566831948,-25.262598579370906,HIGH,PREDICTED_FAILURE,True
3,C1331,L1,TypeB,31.98,1.28,0.7526862931715418,0.46584322683265933,1.0,1.0,79.22666946596274,Review,Risk score: 79.23/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7419327997688694,1,0.8424999999999998,1,1.0,1,0.641365599537739,1,2,1,10.0,50,34.133301976943244,8.416259830740394,59.850344123146094,-25.86669802305676,25.86669802305676,25.433301976943245,0.1513887022437098,2.92336804332681,0.0178571428571428,0.1335315593865669,True,False,True,15.866698023056756,-9.850344123146094,HIGH,PREDICTED_FAILURE,True
3,C3127,L2,TypeC,25.85,1.16,0.7380664656971861,0.47885536019557995,1.0,1.0,79.11337797580508,Review,Risk score: 79.11/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7210473319483612,1,0.8424999999999998,1,1.0,1,0.5995946638967226,1,2,1,10.0,50,36.21923299478358,10.502190848580732,61.93627514098643,-23.78076700521642,23.78076700521642,27.87923299478358,0.1659478154451403,3.342833692420094,0.0178571428571428,0.1480906725879975,True,False,True,13.780767005216418,-11.936275140986432,HIGH,PREDICTED_FAILURE,True
