stage,component_id,lot_id,component_type,temperature_C,voltage_V,anomaly_factor,drift_factor,future_factor,specification_factor,risk_score,qa_classification,risk_explanation,combined_anomaly_score,anomaly_flag,statistical_score,statistical_anomaly_flag,temporal_anomaly_score,temporal_anomaly_flag,isolation_forest_score,isolation_forest_flag,statistical_evidence_count,limit_violation,limit_excess_uA,absolute_limit_uA,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,prediction_error_uA,absolute_prediction_error_uA,predicted_drift_uA,predicted_drift_rate,predicted_relative_drift,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_match
2,C2917,L2,TypeC,25.26,1.18,0.9055940884107686,0.48815254212062176,1.0,1.0,84.37163620533859,Review,Risk score: 84.37/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8651344120153839,1,0.9475,1,1.0,1,0.7827688240307678,1,6,1,10.0,50,49.88557558732669,24.16853344112384,75.60261773352954,-10.114424412673308,10.114424412673308,35.66557558732669,0.2122950927817065,2.508127678433663,0.0178571428571428,0.1944379499245636,True,False,True,0.1144244126733085,-25.60261773352954,HIGH,PREDICTED_FAILURE,True
2,C2659,L2,TypeC,26.27,1.17,0.9109811186116236,0.44363985374301584,1.0,1.0,83.4204299019241,Review,Risk score: 83.42/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8728301694451766,1,0.9475,1,1.0,1,0.798160338890353,1,6,1,10.0,50,42.64494381375814,16.92790166755529,68.36198595996099,-17.35505618624186,17.35505618624186,27.84494381375814,0.1657437131771317,1.8814151225512252,0.0178571428571428,0.1478865703199889,True,False,True,7.35505618624186,-18.36198595996099,HIGH,PREDICTED_FAILURE,True
2,C1923,L1,TypeB,26.32,1.22,0.8952160316335122,0.43248031999567993,1.0,1.0,82.66848894889736,Review,Risk score: 82.67/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.850308616619303,1,0.895,1,1.0,1,0.8056172332386061,1,4,1,10.0,50,40.7866854789471,15.06964333274425,66.50372762514995,-19.2133145210529,19.2133145210529,26.0366854789471,0.1549802707080184,1.7651990155218371,0.0178571428571428,0.1371231278508756,True,False,True,9.2133145210529,-16.50372762514995,HIGH,PREDICTED_FAILURE,True
2,C2817,L2,TypeC,33.48,1.13,0.8695416666666667,0.4229595435463416,1.0,1.0,81.66023858865854,Review,Risk score: 81.66/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.86125,1,0.7224999999999999,1,0.25,0,1.0,1,6,1,10.0,50,39.33536198885215,13.6183198426493,65.052404135055,-20.66463801114785,20.66463801114785,24.60536198885215,0.1464604880288818,1.6704251180483467,0.0178571428571428,0.128603345171739,True,False,True,10.66463801114785,-15.052404135055,HIGH,PREDICTED_FAILURE,True
2,C1933,L1,TypeA,28.3,1.04,0.8290129030557453,0.44577008694675113,1.0,1.0,81.01463926534113,Review,Risk score: 81.01/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7557327186510646,1,0.8450467272727273,1,1.0,1,0.6664187100294019,1,4,1,10.0,50,41.93729311634506,16.22025097014221,67.6543352625479,-18.06270688365494,18.06270688365494,27.677293116345066,0.1647457923591967,1.9409041456062457,0.0178571428571428,0.1468886495020539,True,False,True,8.06270688365494,-17.654335262547903,HIGH,PREDICTED_FAILURE,True
2,C2115,L2,TypeB,34.76,1.29,0.8055251026256776,0.4687530350861937,1.0,1.0,80.88457895592516,Review,Risk score: 80.88/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.8174168132747777,1,0.8424999999999998,1,1.0,1,0.7923336265495554,1,2,1,10.0,50,47.28921238067638,21.57217023447353,73.00625452687923,-12.710787619323618,12.710787619323618,32.37921238067638,0.1927334070278356,2.171644022848852,0.0178571428571428,0.1748762641706927,True,False,True,2.710787619323618,-23.006254526879232,HIGH,PREDICTED_FAILURE,True
2,C1331,L1,TypeB,31.98,1.28,0.7606506347297292,0.46584322683265933,1.0,1.0,79.46559971270835,Review,Risk score: 79.47/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7533104305662799,1,0.8424999999999998,1,1.0,1,0.6641208611325599,1,2,1,10.0,50,34.133301976943244,8.416259830740394,59.850344123146094,-25.86669802305676,25.86669802305676,25.433301976943245,0.1513887022437098,2.92336804332681,0.0178571428571428,0.1335315593865669,True,False,True,15.866698023056756,-9.850344123146094,HIGH,PREDICTED_FAILURE,True
2,C572,L1,TypeC,25.18,1.11,0.7421633286399429,0.4839259244734959,1.0,1.0,79.3630479710357,Review,Risk score: 79.36/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7268999932951568,1,0.8424999999999998,1,1.0,1,0.6112999865903136,1,2,1,10.0,50,49.54555643316805,23.8285142869652,75.2625985793709,-10.454443566831948,10.454443566831948,35.035556433168054,0.2085449787688574,2.414580043636668,0.0178571428571428,0.1906878359117146,True,False,True,0.454443566831948,-25.262598579370906,HIGH,PREDICTED_FAILURE,True
2,C2446,L2,TypeC,26.73,1.28,0.7422437776113486,0.48165723795811966,1.0,1.0,79.30874427729346,Review,Risk score: 79.31/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7270149203971648,1,0.8186275614754095,1,1.0,1,0.6354022793189199,1,2,1,10.0,50,36.5262225527673,10.809180406564453,62.24326469897015,-23.4737774472327,23.4737774472327,28.3662225527673,0.168846562814091,3.476252763819522,0.0178571428571428,0.1509894199569482,True,False,True,13.4737774472327,-12.243264698970153,HIGH,PREDICTED_FAILURE,True
2,C3127,L2,TypeC,25.85,1.16,0.7422978310287676,0.47885536019557995,1.0,1.0,79.24031893575253,Review,Risk score: 79.24/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7270921395649061,1,0.8424999999999998,1,1.0,1,0.6116842791298126,1,2,1,10.0,50,36.21923299478358,10.502190848580732,61.93627514098643,-23.78076700521642,23.78076700521642,27.87923299478358,0.1659478154451403,3.342833692420094,0.0178571428571428,0.1480906725879975,True,False,True,13.780767005216418,-11.936275140986432,HIGH,PREDICTED_FAILURE,True
2,C1897,L1,TypeA,30.85,1.22,0.7490275819562265,0.47060825229615766,1.0,1.0,79.23603376609073,Review,Risk score: 79.24/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6414679742231808,1,0.579272390202703,1,1.0,1,0.7036635582436587,1,4,1,10.0,50,33.8828687938718,8.16582664766895,59.59991094007465,-26.1171312061282,26.1171312061282,25.7828687938718,0.1534694571063797,3.1830702214656545,0.0178571428571428,0.1356123142492369,True,False,True,16.1171312061282,-9.59991094007465,HIGH,PREDICTED_FAILURE,True
2,C1560,L1,TypeA,34.18,1.07,0.7338324410269961,0.480914545194857,1.0,1.0,79.0378368606813,Review,Risk score: 79.04/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7149987252766612,1,0.8424999999999998,1,1.0,1,0.5874974505533226,1,2,1,10.0,50,36.211735025235136,10.494692879032286,61.92877717143799,-23.788264974764864,23.788264974764864,28.121735025235136,0.1673912799121139,3.476110633527211,0.0178571428571428,0.149534137054971,True,False,True,13.788264974764864,-11.928777171437986,HIGH,PREDICTED_FAILURE,True
2,C117,L1,TypeC,25.02,1.23,0.723643864343252,0.4786503545312456,1.0,1.0,78.6755747935787,Review,Risk score: 78.68/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7004436157284553,1,0.8424999999999998,1,1.0,1,0.5583872314569106,1,2,1,10.0,50,37.12922602821223,11.41218388200938,62.84626817441508,-22.87077397178777,22.87077397178777,28.30922602821223,0.1685072977869775,3.209662814990049,0.0178571428571428,0.1506501549298347,True,False,True,12.87077397178777,-12.84626817441508,HIGH,PREDICTED_FAILURE,True
2,C2224,L2,TypeA,33.6,1.15,0.7350284284269187,0.45694551083720725,1.0,1.0,78.47449062373774,Review,Risk score: 78.47/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7167072787051222,1,0.8424999999999998,1,1.0,1,0.5909145574102446,1,2,1,10.0,50,32.3626087507229,6.645566604520049,58.07965089692575,-27.6373912492771,27.6373912492771,23.6826087507229,0.1409679092304934,2.728411146396648,0.0178571428571428,0.1231107663733506,True,False,True,17.6373912492771,-8.079650896925749,HIGH,PREDICTED_FAILURE,True
2,C2586,L2,TypeB,27.09,1.03,0.7045957627857279,0.49070378213187427,1.0,1.0,78.4054674368687,Review,Risk score: 78.41/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6732320420748494,1,0.7501486111111109,1,1.0,1,0.596315473038588,1,2,1,10.0,50,38.82303974965665,13.1059976034538,64.5400818958595,-21.17696025034335,21.17696025034335,30.64303974965665,0.1823990461289086,3.746092878931131,0.0178571428571428,0.1645419032717658,True,False,True,11.176960250343347,-14.5400818958595,HIGH,PREDICTED_FAILURE,True
2,C3584,L2,TypeB,26.56,1.22,0.7527251780881392,0.4268196069195769,1.0,1.0,78.2522455156336,Review,Risk score: 78.25/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7419883496497228,1,0.8424999999999998,1,1.0,1,0.641476699299446,1,2,1,10.0,50,31.27520048418223,5.558158337979378,56.99224263038508,-28.72479951581777,28.72479951581777,20.83520048418223,0.1240190505010847,1.9957088586381448,0.0178571428571428,0.1061619076439418,True,False,True,18.72479951581777,-6.992242630385078,HIGH,PREDICTED_FAILURE,True
2,C1226,L1,TypeC,31.74,1.15,0.7094127954061741,0.4727889616417058,1.0,1.0,78.10210790322787,Review,Risk score: 78.10/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6801135172469155,1,0.8424999999999998,1,1.0,1,0.5177270344938313,1,2,1,10.0,50,35.21877936202833,9.50173721582548,60.93582150823118,-24.78122063797167,24.78122063797167,26.69877936202833,0.1589213057263591,3.1336595495338417,0.0178571428571428,0.1410641628692162,True,False,True,14.781220637971671,-10.93582150823118,HIGH,PREDICTED_FAILURE,True
2,C3888,L2,TypeA,29.7,1.19,0.7036095971291527,0.4794188151183586,1.0,1.0,78.09375829183355,Review,Risk score: 78.09/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6718232339940278,1,0.8424999999999998,1,1.0,1,0.5011464679880557,1,2,1,10.0,50,36.21178403198763,10.494741885784777,61.92882617819048,-23.788215968012373,23.788215968012373,27.941784031987627,0.1663201430475454,3.3786921441339333,0.0178571428571428,0.1484630001904025,True,False,True,13.788215968012372,-11.928826178190477,HIGH,PREDICTED_FAILURE,True
2,C1151,L1,TypeC,29.42,1.16,0.7040702023822617,0.4759644530620085,1.0,1.0,78.02121739801807,Review,Risk score: 78.02/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6724812414984691,1,0.800051593784378,1,1.0,1,0.5449108892125601,1,2,1,10.0,50,35.19521234554821,9.478170199345357,60.91225449175106,-24.804787654451797,24.804787654451797,27.035212345548207,0.1609238830092155,3.31313876783679,0.0178571428571428,0.1430667401520726,True,False,True,14.804787654451792,-10.912254491751057,HIGH,PREDICTED_FAILURE,True
2,C3472,L2,TypeA,33.24,1.03,0.705516794384565,0.47066879748268176,1.0,1.0,77.93222376860399,Review,Risk score: 77.93/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6745478015017597,1,0.8424999999999998,1,1.0,1,0.5065956030035197,1,2,1,10.0,50,46.85585898309936,21.13881683689651,72.57290112930221,-13.14414101690064,13.14414101690064,32.35585898309936,0.1925943987089247,2.2314385505585763,0.0178571428571428,0.1747372558517819,True,False,True,3.1441410169006403,-22.57290112930221,HIGH,PREDICTED_FAILURE,True
2,C1687,L1,TypeB,28.91,1.23,0.7300910542546633,0.44070992437700296,1.0,1.0,77.92047973706497,Review,Risk score: 77.92/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.7096538870304714,1,0.8424999999999998,1,1.0,1,0.5768077740609429,1,2,1,10.0,50,41.52725272180818,15.810210575605332,67.24429486801102,-18.472747278191815,18.472747278191815,27.057252721808183,0.1610550757250487,1.8698861590745115,0.0178571428571428,0.1431979328679058,True,False,True,8.472747278191818,-17.244294868011025,HIGH,PREDICTED_FAILURE,True
2,C2052,L2,TypeB,30.0,1.05,0.7183621962666854,0.45470396652534917,1.0,1.0,77.9184650511343,Review,Risk score: 77.92/100. QA classification: Review. Future evidence is the strongest risk contributor (100.0%).,0.6928983756190745,1,0.8424999999999998,1,1.0,1,0.5432967512381494,1,2,1,10.0,50,31.993056764446923,6.276014618244073,57.710098910649776,-28.00694323555308,28.00694323555308,23.293056764446924,0.1386491474074221,2.6773628464881525,0.0178571428571428,0.1207920045502793,True,False,True,18.006943235553077,-7.710098910649776,HIGH,PREDICTED_FAILURE,True
