component_id,lot_id,component_type,temperature,voltage,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,actual_abnormal,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,prediction_error_uA,absolute_prediction_error_uA,predicted_drift_uA,predicted_drift_rate,predicted_relative_drift,actual_drift_uA,actual_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation
C1,L1,TypeA,28.41,1.01,11.05,12.05,13.05,14.05,1.1,1.2,1.3,1.4,Normal,50,False,34.48214254274328,8.623973893263493,60.34031119222307,20.432142542743282,20.432142542743282,23.432142542743282,0.1394770389449005,2.1205558862211116,3.0,0.017857142857142856,0.017857142857142856,0.12161989608775764,True,False,True,15.517857457256717,-10.34031119222307,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2,L1,TypeB,25.66,1.01,11.05,12.05,13.05,14.05,1.11,1.21,1.31,1.41,Normal,50,False,34.823880933958065,8.965712284478276,60.68204958343786,20.773880933958065,20.773880933958065,23.773880933958065,0.14151119603546466,2.1514824374622683,3.0,0.017857142857142856,0.017857142857142856,0.12365405317832182,True,False,True,15.176119066041935,-10.682049583437859,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C3,L1,TypeA,29.83,1.16,8.41,9.41,10.41,11.41,0.84,0.94,1.04,1.14,Normal,50,False,36.34691513592013,10.488746486440338,62.20508378539992,24.936915135920128,24.936915135920128,27.936915135920128,0.1662911615233341,3.3218686249607763,3.0,0.017857142857142856,0.017857142857142856,0.14843401866619124,True,False,True,13.653084864079872,-12.205083785399921,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C4,L1,TypeA,28.69,1.17,12.51,12.51,12.51,12.51,1.25,1.25,1.25,1.25,High_Stable,50,True,12.917937165135072,-12.940231484344718,38.776105814614866,0.4079371651350723,0.4079371651350723,0.4079371651350723,0.0024281974115182873,0.032608886101924243,0.0,0.0,0.017857142857142856,-0.015428945445624568,False,False,False,37.08206283486493,11.223894185385134,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C5,L1,TypeA,25.31,1.16,9.81,10.81,11.81,12.81,0.98,1.08,1.18,1.28,Normal,50,False,30.49799944661288,4.63983079713309,56.356168096092674,17.687999446612878,17.687999446612878,20.687999446612878,0.12314285384888618,2.10886844511854,3.0,0.017857142857142856,0.017857142857142856,0.10528571099174333,True,False,True,19.50200055338712,-6.356168096092674,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C6,L1,TypeB,27.56,1.08,13.85,15.85,18.85,23.85,1.39,1.59,1.89,2.39,Latent_Defect,50,True,25.617364570377134,-0.24080407910265578,51.47553321985693,1.7673645703771328,1.7673645703771328,11.767364570377135,0.07004383672843532,0.8496292108575548,10.000000000000002,0.059523809523809534,0.017857142857142856,0.05218669387129247,True,False,True,24.382635429622866,-1.4755332198569278,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C7,L1,TypeC,32.53,1.3,10.79,12.79,15.79,20.79,1.08,1.28,1.58,2.08,Latent_Defect,50,True,21.913611971808617,-3.944556677671173,47.77178062128841,1.123611971808618,1.123611971808618,11.123611971808618,0.06621197602267034,1.0309186257468599,10.0,0.05952380952380952,0.017857142857142856,0.04835483316552749,True,False,False,28.086388028191383,2.228219378711593,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C8,L1,TypeB,25.96,1.02,10.65,11.65,12.65,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50,True,36.69657096101817,10.838402311538378,62.55473961049796,-23.303429038981832,23.303429038981832,26.04657096101817,0.15503911286320338,2.4456874141801097,49.35,0.29375,0.017857142857142856,0.13718197000606053,True,False,True,13.303429038981832,-12.554739610497961,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C9,L1,TypeB,28.17,1.25,12.03,13.03,32.03,34.03,1.2,1.3,3.2,3.4,Sudden_Anomaly,50,True,32.52101536412922,6.6628467146494295,58.379184013609006,-1.5089846358707817,1.5089846358707817,20.49101536412922,0.1219703295483882,1.7033262979326034,22.0,0.13095238095238096,0.017857142857142856,0.10411318669124534,True,False,True,17.47898463587078,-8.379184013609006,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C10,L1,TypeC,33.89,1.27,11.46,13.46,16.46,21.46,1.15,1.35,1.65,2.15,Latent_Defect,50,True,21.91533036527029,-3.9428382842095004,47.77349901475008,0.4553303652702887,0.4553303652702887,10.455330365270289,0.06223410931708505,0.9123324926064824,10.0,0.05952380952380952,0.017857142857142856,0.04437696645994219,True,False,False,28.08466963472971,2.2265009852499205,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
