component_id,lot_id,component_type,temperature,voltage,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,actual_abnormal,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,prediction_error_uA,absolute_prediction_error_uA,predicted_drift_uA,predicted_drift_rate,predicted_relative_drift,actual_drift_uA,actual_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation
C1,L1,TypeA,28.41,1.01,11.05,12.05,13.05,14.05,1.1,1.2,1.3,1.4,Normal,50,False,30.842388052566278,4.992518839110719,56.69225726602184,16.792388052566277,16.792388052566277,19.792388052566277,0.11781183364622784,1.791166339598758,3.0,0.017857142857142856,0.017857142857142856,0.09995469078908498,True,False,True,19.157611947433722,-6.692257266021841,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2,L1,TypeB,25.66,1.01,11.05,12.05,13.05,14.05,1.11,1.21,1.31,1.41,Normal,50,False,35.85131663117661,10.00144741772105,61.701185844632164,21.801316631176608,21.801316631176608,24.801316631176608,0.14762688470938456,2.244463043545394,3.0,0.017857142857142856,0.017857142857142856,0.12976974185224172,True,False,True,14.148683368823392,-11.701185844632164,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C3,L1,TypeA,29.83,1.16,8.41,9.41,10.41,11.41,0.84,0.94,1.04,1.14,Normal,50,False,38.64503947664656,12.795170263191,64.49490869010212,27.23503947664656,27.23503947664656,30.23503947664656,0.17997047307527714,3.59512954538009,3.0,0.017857142857142856,0.017857142857142856,0.1621133302181343,True,False,True,11.35496052335344,-14.494908690102122,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C4,L1,TypeA,28.69,1.17,12.51,12.51,12.51,12.51,1.25,1.25,1.25,1.25,High_Stable,50,True,16.742417545516798,-9.107451667938761,42.59228675897236,4.232417545516798,4.232417545516798,4.232417545516798,0.02519296158045713,0.33832274544498786,0.0,0.0,0.017857142857142856,0.007335818723314274,True,False,False,33.2575824544832,7.407713241027643,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C5,L1,TypeA,25.31,1.16,9.81,10.81,11.81,12.81,0.98,1.08,1.18,1.28,Normal,50,False,26.67776022916471,0.8278910157091524,52.52762944262027,13.86776022916471,13.86776022916471,16.86776022916471,0.10040333469740899,1.7194454871727531,3.0,0.017857142857142856,0.017857142857142856,0.08254619184026613,True,False,True,23.32223977083529,-2.527629442620267,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C6,L1,TypeB,27.56,1.08,13.85,15.85,18.85,23.85,1.39,1.59,1.89,2.39,Latent_Defect,50,True,26.956609553161087,1.106740339705528,52.80647876661665,3.1066095531610856,3.1066095531610856,13.106609553161087,0.07801553305453028,0.9463255995062158,10.000000000000002,0.059523809523809534,0.017857142857142856,0.060158390197387425,True,False,True,23.043390446838913,-2.8064787666166495,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C7,L1,TypeC,32.53,1.3,10.79,12.79,15.79,20.79,1.08,1.28,1.58,2.08,Latent_Defect,50,True,22.760694236548574,-3.0891749769069854,48.610563450004136,1.9706942365485745,1.9706942365485745,11.970694236548574,0.07125413236040819,1.1094248597357346,10.0,0.05952380952380952,0.017857142857142856,0.05339698950326533,True,False,False,27.239305763451426,1.3894365499958639,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C8,L1,TypeB,25.96,1.02,10.65,11.65,12.65,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50,True,37.35697691291224,11.507107699456679,63.20684612636779,-22.643023087087762,22.643023087087762,26.70697691291224,0.15897010067209666,2.5076973627147643,49.35,0.29375,0.017857142857142856,0.1411129578149538,True,False,True,12.643023087087762,-13.206846126367793,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C9,L1,TypeB,28.17,1.25,12.03,13.03,32.03,34.03,1.2,1.3,3.2,3.4,Sudden_Anomaly,50,True,32.00368840484208,6.153819191386521,57.85355761829764,-2.026311595157921,2.026311595157921,19.97368840484208,0.11889100240977428,1.6603232256726583,22.0,0.13095238095238096,0.017857142857142856,0.10103385955263142,True,False,True,17.99631159515792,-7.853557618297643,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C10,L1,TypeC,33.89,1.27,11.46,13.46,16.46,21.46,1.15,1.35,1.65,2.15,Latent_Defect,50,True,23.899280464625882,-1.9505887488296771,49.74914967808144,2.439280464625881,2.439280464625881,12.439280464625881,0.07404333609896357,1.0854520475240732,10.0,0.05952380952380952,0.017857142857142856,0.05618619324182072,True,False,False,26.100719535374118,0.2508503219185627,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
